capacity_mw,latitude,longitude,Fuel Type,commissioning_year,geolocation_source,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017
20.0,17.3816,74.5345,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
270.0,20.805,79.0547,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
22.8,16.6505,74.8209,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
15.0,16.2774,74.7111,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
25.2,21.196188863109047,77.44784779582368,2,2000.0,2,0.0,0.0,0.0
10.0,15.1831,76.7909,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
18.0,15.1777,77.1036,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
1700.0,15.1932,76.7195,0,2012.0,2,5741.319,5999.32,3738.4
39.2,13.7008,75.6373,1,1968.0,2,39.8796,26.9247,15.61155
41.0,13.8274,75.7131,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
1325.0,31.4107,76.4328,1,1964.0,2,5863.1569,5142.428650000001,5108.3499
15.0,21.232,79.6311,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
10.0,21.0813,79.7708,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
34.0,19.5555,73.8087,1,1996.0,2,82.13725,46.8844,42.33725
16.0,18.1012,73.7252,1,1977.0,2,2414.072373401681,2453.9362918708252,2531.7544577527997
15.0,19.5132,73.4173,1,1991.0,2,2414.072373401681,2453.9362918708252,2531.7544577527997
500.0,21.5837,72.2222,0,2016.0,2,2414.072373401681,49.923,432.135
30.0,11.331,77.758,1,2013.0,2,6.9948500000000005,19.73085,37.4319
30.0,11.2428,77.8659,1,2012.0,2,5.651599999999999,17.382649999999998,0.0
30.0,11.3842,77.7145,1,2006.0,2,155.72744999999998,20.48705,16.8752
30.0,18.2416,74.7529,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
500.0,21.184,81.4237,0,2008.0,2,3263.584,3379.1005,3590.9
300.0,18.455,73.3907,1,1962.0,2,637.1383000000001,946.87185,887.8385
80.0,18.4426,73.3498,1,1987.0,2,73.50065000000001,101.0721,96.66425
75.0,18.9368,73.4527,1,1998.0,2,195.9354,205.55705,305.664
1210.0,21.0483,75.8425,0,2007.0,2,7505.972,5666.0719,6159.621
10.0,25.2267,74.6216,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
99.0,24.2508,78.1606,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
500.0,23.3172,78.1336,0,2012.0,2,1204.0675,739.1554,2265.47
69.6,24.8263,73.0901,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
600.0,22.0103,83.2058,0,2017.0,2,2414.072373401681,2453.9362918708252,546.795
6.0,32.1121,76.6537,1,1984.0,2,2414.072373401681,2453.9362918708252,2531.7544577527997
20.0,23.3256,81.0333,1,1991.0,2,2414.072373401681,2453.9362918708252,2531.7544577527997
500.0,23.6783,86.0888,0,2016.0,2,0.2805,191.56,2757.9618
210.0,23.785,85.88,0,1993.0,2,1634.274,1272.52,493.5488
500.0,26.5145,90.5287,0,2016.0,2,106.5792,1511.0,1545.0
40.0,21.2083,74.1543,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
60.0,9.9975,76.3744,2,1997.0,2,12.8899,5.1171,0.4257687955728225
165.0,10.074,76.3188,1,1999.0,2,3.4172,0.0,60.718
750.0,22.4673,88.14,0,2001.0,2,5327.27,4974.38,5563.09
70.0,32.4584,76.532,1,2012.0,2,286.41075,259.94375,316.04185
81.5,20.9225,78.9535,2,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
600.0,20.9286,78.9333,0,2013.0,2,3664.5695,3449.8,3032.6496
1.0,18.0791,76.1807,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
1.0,28.3683,73.5286,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
11.2,10.7389,77.416,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
15.0,27.3827,72.3188,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
10.0,27.3893,72.3134,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
5.0,27.3525,72.3554,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
5.0,27.3851,72.3042,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
20.0,21.5967,69.843,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
15.0,21.6024,69.8441,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
36.3,27.4387,72.3245,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
10.0,27.4523,72.3388,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
1.0,26.7272,70.8304,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
1.7,16.4961,74.5417,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
24.8,15.4038,75.5625,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
50.4,15.9349,74.7007,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
150.0,23.0544,68.8782,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
5.0,23.6688,71.5782,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
98.7,23.6756,75.0565,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
3.0,23.5594,73.286,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
40.0,23.2579,69.0255,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
4.2,29.8504,75.49,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
1.0,26.5249,71.5212,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
60.0,22.3932,82.5532,0,2010.0,2,417.168,433.848,420.909
300.0,32.4734,76.2552,1,2003.0,2,1516.3601,1436.71035,1479.6744499999998
540.0,32.5966,75.9857,1,1994.0,2,2610.5815,2213.26805,2332.3596
231.0,32.4733,76.44,1,2012.0,2,1038.4018999999998,912.50455,1062.70975
40.0,19.9213,79.1133,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
35.0,24.9293,74.6367,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
234.0,24.9637,74.6656,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
120.0,19.93,79.1346,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
10.0,19.7218,79.1757,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
630.0,23.7376,86.1273,0,2000.0,2,4585.885,5119.431,3672.61
2920.0,20.0063,79.29,0,1999.0,2,11158.697,13675.44,13780.23
36.0,32.7369,76.2477,1,2017.0,2,2414.072373401681,2453.9362918708252,79.02289999999999
3.75,11.4645,76.0376,1,2004.0,2,2414.072373401681,2453.9362918708252,2531.7544577527997
32.8,32.9578,75.1705,1,1980.0,2,69.545525,81.63179,82.655645
1660.0,24.6217,77.0357,0,2013.0,2,3991.512,6133.784,6870.637949347289
240.0,30.5559,77.7915,1,1975.0,2,809.7111,710.43,779.6521500000001
144.0,29.976,78.2203,1,1980.0,2,749.9016499999999,765.50325,807.6016999999999
44.0,34.4903,76.1137,1,2012.0,2,36.72545,43.8994,45.491400000000006
110.0,27.2093,88.6659,1,2013.0,2,419.32285,492.27625,442.56605
24.0,16.5471,77.0825,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
5.0,20.0209,79.2712,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
221.0,23.907,71.1881,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
21.0,23.2443,70.4603,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
5.0,20.6729,83.1107,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
660.0,23.5211,87.3023,0,2005.0,2,1758.58,2143.39,2258.3458
1820.0,28.603,77.6078,0,2001.0,2,9333.0,8197.0,9271.0
816.4,28.5932,77.6101,1,1992.0,2,2924.0,2178.0,1575.0
100.0,24.8747,75.6189,1,1972.0,2,0.0,0.0,0.0
100.0,26.7803,72.0091,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
1600.0,14.3444,80.1264,0,2014.0,2,4750.17755,8081.514,4482.947
25.0,15.1707,76.377,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
30.0,18.4271,74.6338,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
24.0,14.3277,75.8808,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
990.0,31.4133,76.8686,1,1979.0,2,3322.4443,3168.7566,3070.8088
1200.0,21.1238,84.9843,0,2014.0,2,5837.766,6164.74,3444.42
1200.0,21.6923,72.6215,1,2014.0,2,2636.864,2.97,0.0
33.75,30.4561,77.7368,1,1967.0,2,136.1757,119.58905,129.0316
51.0,30.4354,77.6821,1,1967.0,2,204.0347,179.49800000000002,185.77645
500.0,19.9545,72.7478,0,1995.0,2,3480.74,3394.367,3189.8
600.0,20.0102,79.2033,0,2013.0,2,334.9,1413.0,2205.11
280.0,29.8783,80.5727,1,2005.0,2,1084.1818500000002,951.34935,1147.3942000000002
330.0,26.7024,77.8492,1,2007.0,2,282.7,94.855,210.2305
595.2,22.2396,72.752,1,2010.0,2,384.538,283.74811,549.8693
22.0,19.1896,73.004,2,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
96.0,27.4028,88.5247,1,2017.0,2,2414.072373401681,2453.9362918708252,368.24950000000007
5.0,21.196188863109047,77.44784779582368,1,1997.0,2,2414.072373401681,2453.9362918708252,2531.7544577527997
15.5,24.8271,92.9737,1,1997.0,2,2414.072373401681,2453.9362918708252,2531.7544577527997
12.96,19.4496,75.0382,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
67.6,18.69,73.039,2,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
25.0,17.8994,81.8296,1,1983.0,2,2414.072373401681,2453.9362918708252,2531.7544577527997
75.0,26.2325,94.2612,1,2000.0,2,162.3243,257.6453,273.01805
24.0,16.3537,74.0095,1,2000.0,2,2414.072373401681,2453.9362918708252,2531.7544577527997
22.0,14.6284,75.8448,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
390.0,33.3691,75.7985,1,2007.0,2,2349.6726,2268.6199,2332.1407
12.8,21.1878,81.2099,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
210.0,23.531,87.25,0,1981.0,2,788.6561,518.2409,832.308
1000.0,23.58,87.2043,0,2011.0,2,4179.266,6327.03,6182.0409
5.0,28.5787,77.6314,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
20.0,15.2529,74.6283,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
125.0,21.196188863109047,77.44784779582368,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
2.0,27.9253,72.8899,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
37.5,23.964,74.6215,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
28.2,23.8267,75.8988,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
25.0,24.5216,72.1999,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
5.0,21.7766,70.0773,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
125.0,26.7846,72.0083,3,2014.0,1,2414.072373401681,2453.9362918708252,2531.7544577527997
100.0,27.7355,71.6917,3,2013.0,1,2414.072373401681,2453.9362918708252,2531.7544577527997
1.0,26.2776,72.651,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
15.0,21.196188863109047,77.44784779582368,1,1996.0,2,2414.072373401681,2453.9362918708252,2531.7544577527997
22.5,19.7197,76.733,1,1968.0,2,2414.072373401681,2453.9362918708252,2531.7544577527997
9.0,16.8265,73.9269,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
515.0,21.111,72.655,1,1995.0,2,0.0,0.0,0.0
11.2,22.1421,69.8442,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
68.8,13.7276,76.5137,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
20.0,19.6274,73.7839,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
75.0,21.196188863109047,77.44784779582368,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
2100.0,24.772,87.894,0,1995.0,2,11440.0,12732.0,12381.0
431.586,28.3452,77.3615,1,1999.0,2,1068.0,1004.908,811.0
4.25,9.1269,77.6458,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
310.0,22.3758,73.1017,1,1994.0,2,932.13,751.743,693.296
39.0,23.0272,69.9494,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
35.0,25.1521,76.182,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
10.5,32.2417,76.2787,1,1996.0,2,2414.072373401681,2453.9362918708252,2531.7544577527997
225.0,29.1411,78.9632,1,2016.0,2,2414.072373401681,477.6571,546.823
648.0,21.8242,73.1136,1,1994.0,2,923.0,2290.811,3031.0
15.0,34.2236,74.7781,1,1959.0,2,2414.072373401681,2453.9362918708252,2531.7544577527997
630.0,25.2502,72.6765,0,1993.0,2,2441.21,1938.249,3358.733
115.0,24.6997,75.5529,1,1961.0,2,381.13475,349.245,349.6231
77.65,31.268,76.492,1,1957.0,2,419.82035,414.4573,491.61955
468.57,17.0386,82.1286,1,2008.0,2,100.65,0.0,0.0
120.0,19.9324,79.104,0,2012.0,2,0.0,0.0,0.0
23.1,17.1309,73.9765,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
22.5,31.5425,77.7786,1,2000.0,2,2414.072373401681,2453.9362918708252,2531.7544577527997
32.0,16.1424,74.6447,1,1992.0,2,31.7803,48.496300000000005,48.12815
250.0,19.5334,73.6509,1,2008.0,2,300.3507,381.95065,152.06585
920.0,30.2666,75.1661,0,2003.0,2,2853.46,2493.69,2685.88
30.0,19.9306,79.12,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
60.0,30.5307,77.4968,1,1978.0,2,188.1147,139.897,169.09029999999998
23.1,14.6534,75.8613,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
600.0,20.2723,78.9793,0,2013.0,2,3635.24,3389.31,3438.21
440.0,30.2335,74.9247,0,1976.0,2,814.866,620.678,263.847
205.24,17.0587,82.3097,1,1997.0,2,535.411,933.37,553.615
540.0,31.3841,75.1464,0,2016.0,2,117.654,197.872,1391.922
25.0,20.0058,79.1845,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
768.0,16.9248,81.8111,1,2015.0,2,566.89,626.6846195736201,0.0
55.0,17.1084,77.1325,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
15.0,23.4263,91.8223,1,1979.0,2,2414.072373401681,2453.9362918708252,2531.7544577527997
25.6,15.3418,75.5868,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
3.0,27.4269,72.3896,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
5.0,27.4296,72.3969,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
1.0,23.1534,72.669,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
5.0,11.6117,92.7109,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
50.0,27.6003,72.2241,3,2013.0,1,2414.072373401681,2453.9362918708252,2531.7544577527997
1.0,26.6532,72.5377,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
5.0,18.3055,76.6551,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
7.5,21.3131,69.9187,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
1.8,30.4613,74.6188,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
28.0,21.196188863109047,77.44784779582368,3,2014.0,2,2414.072373401681,2453.9362918708252,2531.7544577527997
5.0,25.86,74.6567,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
3.0,28.4272,77.1596,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
600.0,22.1042,88.1764,0,2015.0,2,3331.0,3703.8,4175.29
36.0,15.2615,76.3379,1,1961.0,2,8.3779,0.0995,36.0787
24.0,16.6038,74.4045,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
120.0,22.604,82.5977,1,1994.0,2,321.68350000000004,152.9912,177.17965
25.5,17.1202,76.4004,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
156.1,22.3256,69.7399,1,2001.0,2,136.0644,23.37455,1.878
351.43,21.1652,72.6613,1,2012.0,2,0.0,222.8173,185.639
18.9,19.2829,77.1384,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
331.5,21.5337,83.8754,1,1963.0,2,680.4606,713.3851500000001,858.73475
25.0,13.9808,76.6279,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
34.4,15.3654,75.5639,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
25.5,21.3027,74.3091,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
21.0,10.8674,77.4588,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
27.3,27.2492,70.6722,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
88.8,22.0335,70.2313,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
605.0,28.0179,78.1326,0,2005.0,2,3454.840529,3518.31,3523.22
49.0,15.1997,75.762,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
20.0,17.9054,76.3224,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
420.0,21.6872,83.86,0,1994.0,2,2772.82,2885.673,2527.017
270.0,28.6194,77.2504,1,1989.0,2,445.882,673.162,562.509
75.0,10.207,76.7137,1,1987.0,2,271.635,170.8614,254.9787
780.0,9.8503,77.0555,1,1980.0,2,2360.538,1373.1597,1603.0047
270.0,20.8102,79.0556,0,2013.0,2,0.0,0.0,72.825
24.0,22.8396,76.1906,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
350.0,21.658,83.92,0,2016.0,2,19.6378,0.0,0.0
300.0,22.0774,88.0995,0,2017.0,2,2414.072373401681,2453.9362918708252,25.2816
1000.0,22.2791,76.4728,1,2004.0,2,1964.33895,3304.18605,877.3512
1500.0,28.4849,76.3754,0,2011.0,2,5418.767,5109.497,7290.568
1200.0,11.5214,79.7515,0,2015.0,2,1057.8403,4652.2795,5288.2
100.8,16.6208,76.0223,1,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
1.0,22.4809,72.5235,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
3.0,16.4018,74.6641,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
99.0,25.0369,75.6778,1,1973.0,2,347.60325,306.01225,259.7945
50.0,27.601,72.2242,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
36.0,27.0297,88.8747,1,1971.0,2,172.50315,204.4327,144.4541
1080.0,25.8888,71.3236,0,2011.0,2,6396.37,5826.29,6140.08
66.0,24.6963,73.0017,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
63.5,24.5286,81.1698,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
54.5,24.565,81.1748,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
155.0,24.3272,81.3293,0,1996.876893939394,2,2414.072373401681,2453.9362918708252,2531.7544577527997
445.674,16.9312,81.86,1,2003.0,2,666.941,999.65,1030.99
139.2,14.2273,74.7994,1,1963.0,2,316.76820000000004,286.80875,190.5226
427.5,22.7554,86.2491,0,2000.0,2,2662.5,1424.0,1475.8
96.0,27.1598,88.2924,1,2015.0,2,74.6847,403.60185,403.97995
1200.0,17.297,73.212,0,2010.0,2,7645.55,6063.2,6109.93
15.0,20.8772,71.2801,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
2.0,23.7162,87.0695,3,1996.876893939394,0,2414.072373401681,2453.9362918708252,2531.7544577527997
